                                file_name  line    avg_per_time   hits    total_time       graph                                                                                                                                                                                                                                                                                                                                           code
-----------------------------------------  ----  --------------  -----  ------------  ----------  ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
/home/isucon/isucari/webapp/python/app.py   391        1771.346     26         46055                      created_at = int(created_at_str)
/home/isucon/isucari/webapp/python/app.py   392               0      0             0
/home/isucon/isucari/webapp/python/app.py   393       11255.074    297       3342757                  category_ids = [ v['id'] for v in CATEGORY_MAP.values() if v['parent_id'] == int(root_category_id)]
/home/isucon/isucari/webapp/python/app.py   394       65119.848     33       2148955                  with conn.cursor() as c:
/home/isucon/isucari/webapp/python/app.py   395        1509.788     33         49823                      try:
/home/isucon/isucari/webapp/python/app.py   396               0      0             0
/home/isucon/isucari/webapp/python/app.py   397        1481.364     33         48885                          if item_id > 0 and created_at > 0:
/home/isucon/isucari/webapp/python/app.py   398       16366.846     26        425538                              sql = _select_from_items_and_users("seller_id") + " WHERE `items`.`status` IN (%s,%s) AND `items`.category_id IN ("+ ",".join(["%s"]*len(category_ids))+ ") AND (`items`.`created_at` < %s OR (`items`.`created_at` < %s AND `items`.`id` < %s)) ORDER BY `items`.`created_at` DESC, `items`.`id` DESC LIMIT %s"
/home/isucon/isucari/webapp/python/app.py   399        1578.269     26         41035                              c.execute(sql, (
/home/isucon/isucari/webapp/python/app.py   400        2097.692     26         54540                                  Constants.ITEM_STATUS_ON_SALE,
/home/isucon/isucari/webapp/python/app.py   401         2076.12     25         51903                                  Constants.ITEM_STATUS_SOLD_OUT,
/home/isucon/isucari/webapp/python/app.py   402         1240.76     25         31019                                  *category_ids,
/home/isucon/isucari/webapp/python/app.py   403        10247.68     25        256192                                  datetime.datetime.fromtimestamp(created_at),
/home/isucon/isucari/webapp/python/app.py   404         3348.64     25         83716                                  datetime.datetime.fromtimestamp(created_at),
/home/isucon/isucari/webapp/python/app.py   405         1237.92     25         30948                                  item_id,
/home/isucon/isucari/webapp/python/app.py   406      29721115.8     25     743027895                                  Constants.ITEMS_PER_PAGE + 1,
/home/isucon/isucari/webapp/python/app.py   407               0      0             0                              ))
/home/isucon/isucari/webapp/python/app.py   408               0      0             0                          else:
/home/isucon/isucari/webapp/python/app.py   409               0      0             0
/home/isucon/isucari/webapp/python/app.py   410       10423.286      7         72963                              sql = _select_from_items_and_users("seller_id") + " WHERE `items`.`status` IN (%s,%s) AND `items`.category_id IN ("+ ",".join(["%s"]*len(category_ids))+ ") ORDER BY `items`.created_at DESC, `items`.id DESC LIMIT %s"
/home/isucon/isucari/webapp/python/app.py   411        1050.714      7          7355                              c.execute(sql, (
/home/isucon/isucari/webapp/python/app.py   412        1569.857      7         10989                                  Constants.ITEM_STATUS_ON_SALE,
/home/isucon/isucari/webapp/python/app.py   413        1143.286      7          8003                                  Constants.ITEM_STATUS_SOLD_OUT,
/home/isucon/isucari/webapp/python/app.py   414         788.571      7          5520                                  *category_ids,
/home/isucon/isucari/webapp/python/app.py   415       6607471.0      7      46252297                                   Constants.ITEMS_PER_PAGE + 1,
/home/isucon/isucari/webapp/python/app.py   416               0      0             0                              ))
/home/isucon/isucari/webapp/python/app.py   417               0      0             0
/home/isucon/isucari/webapp/python/app.py   418        1628.531     32         52113                          item_simples = []
/home/isucon/isucari/webapp/python/app.py   419        1221.812     32         39098                          while True:
/home/isucon/isucari/webapp/python/app.py   420       92650.312   1600     148240499                              item = c.fetchone()
/home/isucon/isucari/webapp/python/app.py   421               0      0             0
/home/isucon/isucari/webapp/python/app.py   422       25278.091   1600      40444946                              if item is None:
/home/isucon/isucari/webapp/python/app.py   423       65615.625     32       2099700                                  break
/home/isucon/isucari/webapp/python/app.py   424               0      0             0
/home/isucon/isucari/webapp/python/app.py   425               0      0             0                              # seller = get_user_simple_by_id(item["seller_id"])
/home/isucon/isucari/webapp/python/app.py   426        1968.259   1568       3086230                              category = get_category_by_id(item["category_id"])
/home/isucon/isucari/webapp/python/app.py   427               0      0             0
/home/isucon/isucari/webapp/python/app.py   428        1457.193   1568       2284878                              item["category"] = category
/home/isucon/isucari/webapp/python/app.py   429      108632.513   1568     170335780                              item["seller"] = to_user_json(item, prefix="seller_id")
/home/isucon/isucari/webapp/python/app.py   430       16466.362   1568      25819256                              item["image_url"] = get_image_url(item["image_name"])
/home/isucon/isucari/webapp/python/app.py   431      280567.328   1568     439929570                              item = to_item_json(item, simple=True)
/home/isucon/isucari/webapp/python/app.py   432               0      0             0
/home/isucon/isucari/webapp/python/app.py   433        3968.085   1568       6221957                              item_simples.append(item)
/home/isucon/isucari/webapp/python/app.py   434               0      0             0
/home/isucon/isucari/webapp/python/app.py   435               0      0             0                      except MySQLdb.Error as err:
/home/isucon/isucari/webapp/python/app.py   436               0      0             0                          app.logger.exception(err)
/home/isucon/isucari/webapp/python/app.py   437               0      0             0                          http_json_error(requests.codes['internal_server_error'], "db error")
/home/isucon/isucari/webapp/python/app.py   438               0      0             0
/home/isucon/isucari/webapp/python/app.py   439        1336.281     32         42761                  has_next = False
/home/isucon/isucari/webapp/python/app.py   440        2572.875     32         82332                  if len(item_simples) > Constants.ITEMS_PER_PAGE:
/home/isucon/isucari/webapp/python/app.py   441        1370.125     32         43844                      has_next = True
/home/isucon/isucari/webapp/python/app.py   442          3788.5     32        121232                      item_simples = item_simples[:Constants.ITEMS_PER_PAGE]
/home/isucon/isucari/webapp/python/app.py   443               0      0             0
/home/isucon/isucari/webapp/python/app.py   444        2606.656     32         83413                  return flask.jsonify(dict(
/home/isucon/isucari/webapp/python/app.py   445        1988.281     32         63625                      root_category_id=root_category["id"],
/home/isucon/isucari/webapp/python/app.py   446        1474.437     32         47182                      root_category_name=root_category["category_name"],
/home/isucon/isucari/webapp/python/app.py   447         1560.25     32         49928                      items=item_simples,
/home/isucon/isucari/webapp/python/app.py   448    17306476.759     29     501887826                      has_next=has_next,
/home/isucon/isucari/webapp/python/app.py   449               0      0             0                  ))
/home/isucon/isucari/webapp/python/app.py   450               0      0             0
/home/isucon/isucari/webapp/python/app.py   451               0      0             0
/home/isucon/isucari/webapp/python/app.py   452               0      0             0                             @app.route("/users/transactions.json", methods=["GET"])
/home/isucon/isucari/webapp/python/app.py   453               0      0             0                             def get_transactions():
/home/isucon/isucari/webapp/python/app.py   454     9837324.641     92     905033867                                 user = get_user()
/home/isucon/isucari/webapp/python/app.py   455       64054.957     94       6021166                                 conn = dbh()
/home/isucon/isucari/webapp/python/app.py   456               0      0             0
/home/isucon/isucari/webapp/python/app.py   457        1170.819     94        110057                                 item_id = 0
/home/isucon/isucari/webapp/python/app.py   458         1123.83     94        105640                                 created_at = 0
/home/isucon/isucari/webapp/python/app.py   459               0      0             0
/home/isucon/isucari/webapp/python/app.py   460      436770.245     94      41056403                                 item_id_str = flask.request.args.get('item_id')
/home/isucon/isucari/webapp/python/app.py   461        1315.819     94        123687                                 if item_id_str:
/home/isucon/isucari/webapp/python/app.py   462          3980.5     48        191064                                     if not item_id_str.isdecimal() or int(item_id_str) < 0:
/home/isucon/isucari/webapp/python/app.py   463               0      0             0                                         http_json_error(requests.codes['bad_request'], "item_id param error")
/home/isucon/isucari/webapp/python/app.py   464        1863.958     48         89470                                     item_id = int(item_id_str)
/home/isucon/isucari/webapp/python/app.py   465               0      0             0
/home/isucon/isucari/webapp/python/app.py   466       60666.819     94       5702681                                 created_at_str = flask.request.args.get('created_at')
/home/isucon/isucari/webapp/python/app.py   467        1207.426     94        113498                                 if created_at_str:
/home/isucon/isucari/webapp/python/app.py   468        2611.833     48        125368                                     if not created_at_str.isdecimal() or int(created_at_str) < 0:
/home/isucon/isucari/webapp/python/app.py   469               0      0             0                                         http_json_error(requests.codes['bad_request'], "created_at param error")
/home/isucon/isucari/webapp/python/app.py   470        1708.083     48         81988                                     created_at = int(created_at_str)
/home/isucon/isucari/webapp/python/app.py   471               0      0             0
/home/isucon/isucari/webapp/python/app.py   472       31722.202     94       2981887                                 with conn.cursor() as c:
/home/isucon/isucari/webapp/python/app.py   473               0      0             0
/home/isucon/isucari/webapp/python/app.py   474        1173.351     94        110295                                     try:
/home/isucon/isucari/webapp/python/app.py   475               0      0             0
/home/isucon/isucari/webapp/python/app.py   476        1517.851     94        142678                                         if item_id > 0 and created_at > 0:
/home/isucon/isucari/webapp/python/app.py   477       10977.687     48        526929                                             sql = _select_from_items_and_users("seller_id") + " WHERE (`items`.`seller_id` = %s OR `items`.`buyer_id` = %s) AND `items`.`status` IN (%s,%s,%s,%s,%s) AND (`items`.`created_at` < %s OR (`items`.`created_at` <= %s AND `items`.`id` < %s)) ORDER BY `items`.`created_at` DESC, `items`.`id` DESC LIMIT %s"
/home/isucon/isucari/webapp/python/app.py   478        1443.667     48         69296                                             c.execute(sql, (
/home/isucon/isucari/webapp/python/app.py   479        1710.521     48         82105                                                 user['id'],
/home/isucon/isucari/webapp/python/app.py   480        1493.354     48         71681                                                 user['id'],
/home/isucon/isucari/webapp/python/app.py   481        1967.937     48         94461                                                 Constants.ITEM_STATUS_ON_SALE,
/home/isucon/isucari/webapp/python/app.py   482        2060.896     48         98923                                                 Constants.ITEM_STATUS_TRADING,
/home/isucon/isucari/webapp/python/app.py   483        1560.458     48         74902                                                 Constants.ITEM_STATUS_SOLD_OUT,
/home/isucon/isucari/webapp/python/app.py   484        1686.809     47         79280                                                 Constants.ITEM_STATUS_CANCEL,
/home/isucon/isucari/webapp/python/app.py   485        1634.064     47         76801                                                 Constants.ITEM_STATUS_STOP,
/home/isucon/isucari/webapp/python/app.py   486        8419.957     47        395738                                                 datetime.datetime.fromtimestamp(created_at),
/home/isucon/isucari/webapp/python/app.py   487        3021.511     47        142011                                                 datetime.datetime.fromtimestamp(created_at),
/home/isucon/isucari/webapp/python/app.py   488         1219.17     47         57301                                                 item_id,
/home/isucon/isucari/webapp/python/app.py   489       7428329.0     46     341703134                                                 Constants.TRANSACTIONS_PER_PAGE + 1,
/home/isucon/isucari/webapp/python/app.py   490               0      0             0                                             ))
/home/isucon/isucari/webapp/python/app.py   491               0      0             0
/home/isucon/isucari/webapp/python/app.py   492               0      0             0                                         else:
/home/isucon/isucari/webapp/python/app.py   493        9566.043     46        440038                                             sql = _select_from_items_and_users("seller_id") + " WHERE (`items`.`seller_id` = %s OR `items`.`buyer_id` = %s ) AND `items`.`status` IN (%s,%s,%s,%s,%s) ORDER BY `items`.`created_at` DESC, `items`.`id` DESC LIMIT %s"
/home/isucon/isucari/webapp/python/app.py   494         1296.87     46         59656              ecute(sql, [
/home/isucon/isucari/webapp/python/app.py   495          1471.5     46         67689              user['id'],
/home/isucon/isucari/webapp/python/app.py   496        1138.022     46         52349              user['id'],
/home/isucon/isucari/webapp/python/app.py   497        1757.043     46         80824              Constants.ITEM_STATUS_ON_SALE,
/home/isucon/isucari/webapp/python/app.py   498        1916.826     46         88174              Constants.ITEM_STATUS_TRADING,
/home/isucon/isucari/webapp/python/app.py   499        1410.283     46         64873              Constants.ITEM_STATUS_SOLD_OUT,
/home/isucon/isucari/webapp/python/app.py   500        1951.696     46         89778              Constants.ITEM_STATUS_CANCEL,
/home/isucon/isucari/webapp/python/app.py   501        1362.457     46         62673              Constants.ITEM_STATUS_STOP,
/home/isucon/isucari/webapp/python/app.py   502     2506917.957     46     115318226              Constants.TRANSACTIONS_PER_PAGE + 1,
/home/isucon/isucari/webapp/python/app.py   503               0      0             0
/home/isucon/isucari/webapp/python/app.py   504               0      0             0
/home/isucon/isucari/webapp/python/app.py   505        1413.522     92        130044              ails = []
/home/isucon/isucari/webapp/python/app.py   506        1208.967     92        111225              ue:
/home/isucon/isucari/webapp/python/app.py   507       13796.986   1066      14707587               = c.fetchone()
/home/isucon/isucari/webapp/python/app.py   508               0      0             0
/home/isucon/isucari/webapp/python/app.py   509        1264.063   1066       1347491              tem is None:
/home/isucon/isucari/webapp/python/app.py   510       38156.961    102       3892010              break
/home/isucon/isucari/webapp/python/app.py   511               0      0             0
/home/isucon/isucari/webapp/python/app.py   512               0      0             0              ller = get_user_simple_by_id(item["seller_id"])
/home/isucon/isucari/webapp/python/app.py   513       19774.482    964      19062601              gory = get_category_by_id(item["category_id"])
/home/isucon/isucari/webapp/python/app.py   514               0      0             0
/home/isucon/isucari/webapp/python/app.py   515        1554.618    964       1498652              ["category"] = category
/home/isucon/isucari/webapp/python/app.py   516       16155.384    964      15573790              ["seller"] = to_user_json(item, prefix="seller_id")
/home/isucon/isucari/webapp/python/app.py   517       20418.929    964      19683848              ["image_url"] = get_image_url(item["image_name"])
/home/isucon/isucari/webapp/python/app.py   518      135136.579    964     130271662              item = to_item_json(item, simple=False)
/home/isucon/isucari/webapp/python/app.py   519               0      0             0
/home/isucon/isucari/webapp/python/app.py   520        1910.527    964       1841748              item_details.append(item)
/home/isucon/isucari/webapp/python/app.py   521               0      0             0
/home/isucon/isucari/webapp/python/app.py   522       41128.956    964      39648314              with conn.cursor() as c2:
/home/isucon/isucari/webapp/python/app.py   523        1252.558    964       1207466                  sql = "SELECT * FROM `transaction_evidences` WHERE `item_id` = %s"
/home/isucon/isucari/webapp/python/app.py   524     2016824.584    958    1932117951                  c2.execute(sql, [item['id']])
/home/isucon/isucari/webapp/python/app.py   525       12815.231    962      12328252                  transaction_evidence = c2.fetchone()
/home/isucon/isucari/webapp/python/app.py   526               0      0             0
/home/isucon/isucari/webapp/python/app.py   527               0      0             0
/home/isucon/isucari/webapp/python/app.py   528       30024.597    962      28883662                  if transaction_evidence:
/home/isucon/isucari/webapp/python/app.py   529         1182.73    374        442341                      sql = "SELECT * FROM `shippings` WHERE `transaction_evidence_id` = %s"
/home/isucon/isucari/webapp/python/app.py   530     1711667.981    372     636740489                      c2.execute(sql, [transaction_evidence["id"]])
/home/isucon/isucari/webapp/python/app.py   531       16048.679    380       6098498                      shipping = c2.fetchone()
/home/isucon/isucari/webapp/python/app.py   532        1343.871    380        510671                      if not shipping:
/home/isucon/isucari/webapp/python/app.py   533               0      0             0                          http_json_error(requests.codes['not_found'], "shipping not found")
/home/isucon/isucari/webapp/python/app.py   534               0      0             0
/home/isucon/isucari/webapp/python/app.py   535   554281470.527    353  195661359096  !*********          ssr = api_shipment_status(get_shipment_service_url(), {"reserve_id": shipping["reserve_id"]})
/home/isucon/isucari/webapp/python/app.py   536        2427.266    379        919934                      item["transaction_evidence_id"] = transaction_evidence["id"]
/home/isucon/isucari/webapp/python/app.py   537        1673.737    380        636020                      item["transaction_evidence_status"] = transaction_evidence["status"]
/home/isucon/isucari/webapp/python/app.py   538      225682.513    380      85759355                      item["shipping_status"] = ssr["status"]
/home/isucon/isucari/webapp/python/app.py   539               0      0             0
/home/isucon/isucari/webapp/python/app.py   540       48338.667      3        145016              ySQLdb.Error as err:
/home/isucon/isucari/webapp/python/app.py   541               0      0             0              logger.exception(err)
/home/isucon/isucari/webapp/python/app.py   542               0      0             0              _json_error(requests.codes['internal_server_error'], "db error")
/home/isucon/isucari/webapp/python/app.py   543               0      0             0
/home/isucon/isucari/webapp/python/app.py   544        1214.913    103        125136              alse
/home/isucon/isucari/webapp/python/app.py   545        2735.709    103        281778              details) > Constants.TRANSACTIONS_PER_PAGE:
/home/isucon/isucari/webapp/python/app.py   546        1164.088     80         93127               = True
/home/isucon/isucari/webapp/python/app.py   547        3215.325     80        257226              ails = item_details[:Constants.TRANSACTIONS_PER_PAGE]
/home/isucon/isucari/webapp/python/app.py   548               0      0             0
/home/isucon/isucari/webapp/python/app.py   549        2425.941    102        247446              .jsonify(dict(
/home/isucon/isucari/webapp/python/app.py   550        1117.804    102        114016              em_details,
/home/isucon/isucari/webapp/python/app.py   551     6324412.039    102     645090028              =has_next,
/home/isucon/isucari/webapp/python/app.py   552               0      0             0
/home/isucon/isucari/webapp/python/app.py   555               0      0             0              @app.route("/users/<user_id>.json", methods=["GET"])
/home/isucon/isucari/webapp/python/app.py   556               0      0             0              def get_user_items(user_id=None):
/home/isucon/isucari/webapp/python/app.py   557    14409783.381     21     302605451                  user = get_user_simple_by_id(user_id)
/home/isucon/isucari/webapp/python/app.py   558       58992.969     32       1887775                  conn = dbh()
/home/isucon/isucari/webapp/python/app.py   559               0      0             0
/home/isucon/isucari/webapp/python/app.py   560         903.563     32         28914                  item_id = 0
/home/isucon/isucari/webapp/python/app.py   561         827.781     32         26489                  created_at = 0
/home/isucon/isucari/webapp/python/app.py   562               0      0             0
/home/isucon/isucari/webapp/python/app.py   563       272193.25     32       8710184                  item_id_str = flask.request.args.get('item_id')
/home/isucon/isucari/webapp/python/app.py   564         975.938     32         31230                  if item_id_str:
/home/isucon/isucari/webapp/python/app.py   565        3497.706     17         59461                      if not item_id_str.isdecimal() or int(item_id_str) < 0:
/home/isucon/isucari/webapp/python/app.py   566               0      0             0                          http_json_error(requests.codes['bad_request'], "item_id param error")
/home/isucon/isucari/webapp/python/app.py   567        1375.471     17         23383                      item_id = int(item_id_str)
/home/isucon/isucari/webapp/python/app.py   568               0      0             0
/home/isucon/isucari/webapp/python/app.py   569       50862.063     32       1627586                  created_at_str = flask.request.args.get('created_at')
/home/isucon/isucari/webapp/python/app.py   570           895.0     32         28640                  if created_at_str:
/home/isucon/isucari/webapp/python/app.py   571        1992.412     17         33871                      if not created_at_str.isdecimal() or int(created_at_str) < 0:
/home/isucon/isucari/webapp/python/app.py   572               0      0             0                          http_json_error(requests.codes['bad_request'], "created_at param error")
/home/isucon/isucari/webapp/python/app.py   573        1187.824     17         20193                      created_at = int(created_at_str)
/home/isucon/isucari/webapp/python/app.py   574               0      0             0
/home/isucon/isucari/webapp/python/app.py   575       28042.719     32        897367                  with conn.cursor() as c:
/home/isucon/isucari/webapp/python/app.py   576         873.437     32         27950                      try:
/home/isucon/isucari/webapp/python/app.py   577        1052.187     32         33670                          if item_id > 0 and created_at > 0:
/home/isucon/isucari/webapp/python/app.py   578          9409.0     17        159953                              sql = _select_from_items_and_users("seller_id") + " WHERE `items`.`seller_id` = %s AND `items`.`status` IN (%s,%s,%s) AND (`items`.`created_at` < %s OR (`items`.`created_at` <= %s AND `items`.`id` < %s)) ORDER BY `items`.`created_at` DESC, `items`.`id` DESC LIMIT %s"
/home/isucon/isucari/webapp/python/app.py   579          2125.0     17         36125                              c.execute(sql, (
/home/isucon/isucari/webapp/python/app.py   580        1071.765     17         18220                                  user['id'],
/home/isucon/isucari/webapp/python/app.py   581        2043.941     17         34747                                  Constants.ITEM_STATUS_ON_SALE,
/home/isucon/isucari/webapp/python/app.py   582        1523.529     17         25900                                  Constants.ITEM_STATUS_TRADING,
/home/isucon/isucari/webapp/python/app.py   583        1109.706     17         18865                                  Constants.ITEM_STATUS_SOLD_OUT,
/home/isucon/isucari/webapp/python/app.py   584        7980.588     17        135670                                  datetime.datetime.fromtimestamp(created_at),
/home/isucon/isucari/webapp/python/app.py   585        2262.882     17         38469                                  datetime.datetime.fromtimestamp(created_at),
/home/isucon/isucari/webapp/python/app.py   586         843.176     17         14334                                  item_id,
/home/isucon/isucari/webapp/python/app.py   587   156195541.765     17    2655324210                                  Constants.ITEMS_PER_PAGE + 1,
/home/isucon/isucari/webapp/python/app.py   588               0      0             0                              ))
/home/isucon/isucari/webapp/python/app.py   589               0      0             0
/home/isucon/isucari/webapp/python/app.py   590               0      0             0                          else:
/home/isucon/isucari/webapp/python/app.py   591        9448.062     16        151169                              sql = _select_from_items_and_users("seller_id") + " WHERE `items`.`seller_id` = %s AND `items`.`status` IN (%s,%s,%s) ORDER BY `items`.`created_at` DESC, `items`.`id` DESC LIMIT %s"
/home/isucon/isucari/webapp/python/app.py   592         1120.75     16         17932                              c.execute(sql, (
/home/isucon/isucari/webapp/python/app.py   593        1310.187     16         20963                                  user['id'],
/home/isucon/isucari/webapp/python/app.py   594        1660.937     16         26575                                  Constants.ITEM_STATUS_ON_SALE,
/home/isucon/isucari/webapp/python/app.py   595        1744.187     16         27907                                  Constants.ITEM_STATUS_TRADING,
/home/isucon/isucari/webapp/python/app.py   596        1186.937     16         18991                                  Constants.ITEM_STATUS_SOLD_OUT,
/home/isucon/isucari/webapp/python/app.py   597     126089583.5     16    2017433336                                  Constants.ITEMS_PER_PAGE + 1,
/home/isucon/isucari/webapp/python/app.py   598               0      0             0                              ))
/home/isucon/isucari/webapp/python/app.py   599               0      0             0
/home/isucon/isucari/webapp/python/app.py   600        1256.556     54         67854                          item_simples = []
/home/isucon/isucari/webapp/python/app.py   601        1022.648     54         55223                          while True:
/home/isucon/isucari/webapp/python/app.py   602       27635.219   2241      61930526                              item = c.fetchone()
/home/isucon/isucari/webapp/python/app.py   603               0      0             0
/home/isucon/isucari/webapp/python/app.py   604         991.884   2241       2222811                              if item is None:
/home/isucon/isucari/webapp/python/app.py   605       72205.415     53       3826887                                  break
/home/isucon/isucari/webapp/python/app.py   606               0      0             0
/home/isucon/isucari/webapp/python/app.py   607               0      0             0                              # seller = get_user_simple_by_id(item["seller_id"])
/home/isucon/isucari/webapp/python/app.py   608       71761.881   2188     157014996                              category = get_category_by_id(item["category_id"])
/home/isucon/isucari/webapp/python/app.py   609               0      0             0
/home/isucon/isucari/webapp/python/app.py   610        6153.295   2188      13463410                              item["category"] = category
/home/isucon/isucari/webapp/python/app.py   611       22027.888   2188      48197020                              item["seller"] = to_user_json(item, prefix="seller_id")
/home/isucon/isucari/webapp/python/app.py   612        3681.637   2188       8055421                              item["image_url"] = get_image_url(item["image_name"])
/home/isucon/isucari/webapp/python/app.py   613      112538.825   2187     246122411                              item = to_item_json(item, simple=True)
/home/isucon/isucari/webapp/python/app.py   614         1238.85   2187       2709364                              item_simples.append(item)
/home/isucon/isucari/webapp/python/app.py   615               0      0             0
/home/isucon/isucari/webapp/python/app.py   616               0      0             0                      except MySQLdb.Error as err:
/home/isucon/isucari/webapp/python/app.py   617               0      0             0                          app.logger.exception(err)
/home/isucon/isucari/webapp/python/app.py   618               0      0             0                          http_json_error(requests.codes['internal_server_error'], "db error")
/home/isucon/isucari/webapp/python/app.py   619               0      0             0
/home/isucon/isucari/webapp/python/app.py   620        1161.642     53         61567                  has_next = False
/home/isucon/isucari/webapp/python/app.py   621        2340.642     53        124054                  if len(item_simples) > Constants.ITEMS_PER_PAGE:
/home/isucon/isucari/webapp/python/app.py   622        1031.024     41         42272                      has_next = True
/home/isucon/isucari/webapp/python/app.py   623        3219.049     41        131981                      item_simples = item_simples[:Constants.ITEMS_PER_PAGE]
/home/isucon/isucari/webapp/python/app.py   624               0      0             0
/home/isucon/isucari/webapp/python/app.py   625        2156.811     53        114311                  return flask.jsonify(dict(
/home/isucon/isucari/webapp/python/app.py   626        8894.019     53        471383                      user=to_user_json(user),
/home/isucon/isucari/webapp/python/app.py   627         935.547     53         49584                      items=item_simples,
/home/isucon/isucari/webapp/python/app.py   628    45642417.435     46    2099551202                      has_next=has_next,
/home/isucon/isucari/webapp/python/app.py   629               0      0             0                  ))
/home/isucon/isucari/webapp/python/app.py   632               0      0             0              @app.route("/items/<item_id>.json", methods=["GET"])
/home/isucon/isucari/webapp/python/app.py   633               0      0             0              def get_item(item_id=None):
/home/isucon/isucari/webapp/python/app.py   634    16655792.547     95    1582300292                   user = get_user()
/home/isucon/isucari/webapp/python/app.py   635       51318.661    118       6055602                  conn = dbh()
/home/isucon/isucari/webapp/python/app.py   636               0      0             0
/home/isucon/isucari/webapp/python/app.py   637       24996.449    118       2949581                  with conn.cursor() as c:
/home/isucon/isucari/webapp/python/app.py   638         704.153    118         83090                      try:
/home/isucon/isucari/webapp/python/app.py   639        7287.932    118        859976                          sql = _select_from_items_and_users("seller_id") + " WHERE `items`.`id` = %s"
/home/isucon/isucari/webapp/python/app.py   640     4521161.291    117     528975871                          c.execute(sql, (item_id,))
/home/isucon/isucari/webapp/python/app.py   641       11223.293    123       1380465                          item = c.fetchone()
/home/isucon/isucari/webapp/python/app.py   642         773.565    124         95922                          if item is None:
/home/isucon/isucari/webapp/python/app.py   643               0      0             0                              http_json_error(requests.codes['not_found'], "item not found")
/home/isucon/isucari/webapp/python/app.py   644               0      0             0
/home/isucon/isucari/webapp/python/app.py   645               0      0             0                          # seller = get_user_simple_by_id(item["seller_id"])
/home/isucon/isucari/webapp/python/app.py   646        2397.242    124        297258                          category = get_category_by_id(item["category_id"])
/home/isucon/isucari/webapp/python/app.py   647               0      0             0
/home/isucon/isucari/webapp/python/app.py   648        1024.806    124        127076                          item["category"] = category
/home/isucon/isucari/webapp/python/app.py   649       12036.992    124       1492587                          item["seller"] = to_user_json(item, prefix="seller_id")
/home/isucon/isucari/webapp/python/app.py   650        6055.677    124        750904                          item["image_url"] = get_image_url(item["image_name"])
/home/isucon/isucari/webapp/python/app.py   651        52160.75    124       6467933                          item = to_item_json(item, simple=False)
/home/isucon/isucari/webapp/python/app.py   652               0      0             0
/home/isucon/isucari/webapp/python/app.py   653         1554.21    124        192722                          if (user["id"] == item["seller_id"] or user["id"] == item["buyer_id"]) and item["buyer_id"]:
/home/isucon/isucari/webapp/python/app.py   654     1335638.897     29      38733528                              buyer = get_user_simple_by_id(item["buyer_id"])
/home/isucon/isucari/webapp/python/app.py   655               0      0             0
/home/isucon/isucari/webapp/python/app.py   656        7858.543     35        275049                              item["buyer"] = to_user_json(buyer)
/home/isucon/isucari/webapp/python/app.py   657        1100.343     35         38512                              item["buyer_id"] = buyer["id"]
/home/isucon/isucari/webapp/python/app.py   658               0      0             0
/home/isucon/isucari/webapp/python/app.py   659           808.0     35         28280                              sql = "SELECT * FROM `transaction_evidences` WHERE `item_id` = %s"
/home/isucon/isucari/webapp/python/app.py   660     1934159.314     35      67695576                              c.execute(sql, (item['id'],))
/home/isucon/isucari/webapp/python/app.py   661       10827.684     38        411452                              transaction_evidence = c.fetchone()
/home/isucon/isucari/webapp/python/app.py   662               0      0             0                              # if not transaction_evidence:
/home/isucon/isucari/webapp/python/app.py   663               0      0             0                              #     http_json_error(requests.codes['not_found'], "transaction_evidence not found")
/home/isucon/isucari/webapp/python/app.py   664               0      0             0
/home/isucon/isucari/webapp/python/app.py   665               0      0             0
/home/isucon/isucari/webapp/python/app.py   666         761.947     38         28954                              sql = "SELECT * FROM `shippings` WHERE `transaction_evidence_id` = %s"
/home/isucon/isucari/webapp/python/app.py   667     1234737.974     38      46920043                              c.execute(sql, (transaction_evidence["id"],))
/home/isucon/isucari/webapp/python/app.py   668       11091.316     38        421470                              shipping = c.fetchone()
/home/isucon/isucari/webapp/python/app.py   669         823.289     38         31285                              if not shipping:
/home/isucon/isucari/webapp/python/app.py   670               0      0             0                                  http_json_error(requests.codes['not_found'], "shipping not found")
/home/isucon/isucari/webapp/python/app.py   671               0      0             0
/home/isucon/isucari/webapp/python/app.py   672    216999837.71     31    6726994969                              ssr = api_shipment_status(get_shipment_service_url(), {"reserve_id": shipping["reserve_id"]})
/home/isucon/isucari/webapp/python/app.py   673        1714.207     58         99424                              item["transaction_evidence_id"] = transaction_evidence["id"]
/home/isucon/isucari/webapp/python/app.py   674        1033.534     58         59945                              item["transaction_evidence_status"] = transaction_evidence["status"]
/home/isucon/isucari/webapp/python/app.py   675       60110.103     58       3486386                              item["shipping_status"] = ssr["status"]
/home/isucon/isucari/webapp/python/app.py   676               0      0             0                          else:
/home/isucon/isucari/webapp/python/app.py   677         937.617     94         88136                              item["buyer"] = {}
/home/isucon/isucari/webapp/python/app.py   678       48632.989     94       4571501                              item["buyer_id"] = 0
/home/isucon/isucari/webapp/python/app.py   679               0      0             0
/home/isucon/isucari/webapp/python/app.py   680               0      0             0                      except MySQLdb.Error as err:
/home/isucon/isucari/webapp/python/app.py   681               0      0             0                          app.logger.exception(err)
/home/isucon/isucari/webapp/python/app.py   682               0      0             0                          http_json_error(requests.codes['internal_server_error'], "db error")
/home/isucon/isucari/webapp/python/app.py   683               0      0             0
